transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
WGRY331M3O87VE,2720484776954605,dki,Bancar Irawan,M,1999,3B,Rusun Flamboyan - Cengkareng,0.0,B03206P,RSUD Boulevard Raya,-6.13781,106.7304,4,2023-04-03 06:50:15,B02195P,Mall Taman Palem 3,-6.140548,106.73011,6.0,2023-04-03 07:46:28,0.0
TKRV681O2S46RW,3570422408611549,dki,"Jati Nainggolan, M.TI.",F,1987,8C,Kebayoran Lama - Tanah Abang,1.0,P00083,Jak Lingko Tanah Abang,-6.185496,106.81105,0,2023-04-03 05:57:14,B01638P,Jln. Taman Jatibaru Timur,-6.182778,106.8129,3.0,2023-04-03 06:55:59,3500.0
ELFD362R2U94NT,2291402671071407,dki,Puspa Saptono,F,1984,M2,Pulo Gadung - Monas,0.0,P00014,Bermis,-6.178203,106.89859,1,2023-04-03 05:20:00,P00006,Atrium,-6.176251,106.84023,12.0,2023-04-03 06:04:41,3500.0
YYXK265F5N59SE,676172975739,flazz,"Dr. Zaenab Wulandari, S.Ked",M,1996,12B,Pluit - Senen,1.0,B05080P,Simpang Pluit Raya,-6.127123,106.80441,26,2023-04-03 05:43:01,P00123,Landmark Pluit Auto Plaza,-6.125258,106.79971,28.0,2023-04-03 06:29:21,3500.0
ZGJG301G9Z71AR,180020791350481,emoney,T. Karna Sihombing,F,2001,5D,PGC 1 - Ancol,0.0,P00109,Matraman Baru,-6.21288,106.86115,7,2023-04-03 05:28:25,P00118,Kramat Sentiong,-6.18798,106.84595,13.0,2023-04-03 06:08:29,3500.0
KNSE319Q1P35CC,502072062834,flazz,Kalim Namaga,M,1971,9D,Pasar Minggu - Tanah Abang,1.0,B05716P,Term. Pasar Minggu 2,-6.282492,106.84455,1,2023-04-03 06:25:22,P00256,MH Thamrin,-6.188149,106.82299,37.0,2023-04-03 07:11:01,3500.0
RMJF585F2W51BQ,30385017224303,bni,"dr. Vega Rahimah, S.Pt",M,2003,JAK.117,Tanjung Priok - Tanah Merdeka,0.0,B04040P,Sbr. Masjid Ar Rohmah,-6.118964,106.89568,7,2023-04-03 06:23:23,B04863P,Simpang Jln. Kramat Jaya 1,-6.108656,106.91734,25.0,2023-04-03 06:55:01,0.0
KFYK655N1H73XS,6590854673757012,dki,Bajragin Najmudin,M,1986,3H,Jelambar - Kota,0.0,P00087,Jelambar,-6.166548,106.78651,0,2023-04-03 06:03:19,P00138,Museum Fatahillah,-6.13393,106.81209,9.0,2023-04-03 06:35:04,
WTBE175B2A58NC,4963710913075879668,brizzi,Ophelia Firmansyah,M,2000,14,Jakarta International Stadium - Senen,0.0,B04647P,Sekolah Penabur Gunung Sahari,-6.170053,106.84024,20,2023-04-03 06:00:02,B05725P,Term. Senen,-6.17356,106.84213,21.0,2023-04-03 06:54:13,3500.0
SVRH922T8G79FY,213104805015669,emoney,"Sutan Garda Tampubolon, S.Pd",M,1956,JAK.49,Lebak Bulus - Cipulir,0.0,B01790P,JPO Timur Pondok Indah 1,-6.287054,106.77989,48,2023-04-03 05:59:21,B05492P,St. MRT Lebak Bulus,-6.289421,106.77436,49.0,2023-04-03 06:53:50,0.0
WNJA365V4N56HF,342875882384375,emoney,Marsito Melani,F,2010,7A,Kampung Rambutan - Lebak Bulus,1.0,B00610P,Gelanggang TB Simatupang,-6.289097,106.77909,4,2023-04-03 06:37:28,B01377P,Jln. Mastrip,-6.306793,106.87756,25.0,2023-04-03 06:59:54,3500.0
XVWU715D9V59FV,4744480387450088900,brizzi,Galur Riyanti,F,1980,JAK.44,Andara - Stasiun Universitas Pancasila,0.0,,Jln. H. Terin Pangkalan Jati,-6.327961,106.80054,0,2023-04-03 06:45:56,B01846P,Kav Polri Blok E Jagakarsa,-6.314309,106.81633,13.0,2023-04-03 07:36:05,0.0
SLHT241M5V31BZ,4909284437358495207,brizzi,Bakiman Budiman,F,1981,7Q,Blok M - PGC,1.0,B01509P,Jln. Poncol Jaya 1,-6.239706,106.81889,25,2023-04-03 06:35:53,B02880P,PLN Pusat,-6.240011,106.80376,30.0,2023-04-03 07:03:36,3500.0
CUBV879R6E17WU,2267435685058176,dki,"R.M. Simon Wastuti, S.T.",F,1995,JAK.20,Cawang UKI - Lubang Buaya,0.0,B03553P,Sbr. Gg. Pos Komodor,-6.265515,106.88332,13,2023-04-03 06:09:03,B05751P,TK Angkasa 8,-6.285191,106.90125,39.0,2023-04-03 06:40:10,0.0
SFFW927I8N52GM,4613366061817460310,brizzi,"Lurhur Prasetya, S.E.I",M,1991,1M,Meruya - Blok M,0.0,B03697P,Sbr. Jln. Flamboyan Srengseng,-6.201447,106.75576,11,2023-04-03 06:23:28,B01860P,Kebayoran Baru Velbak 2,-6.239272,106.78492,34.0,2023-04-03 07:02:10,3500.0
NZOZ563E7A86QX,4664503638851963221,brizzi,Darman Puspasari,F,1996,JAK.118,Taman Waduk Papanggo - Kota Tua,0.0,B06696P,Jln. Hidup Baru,-6.1398,106.8352,25,2023-04-03 06:36:31,B02213P,Mangga Dua Square,-6.135311,106.83102,28.0,2023-04-03 07:16:53,0.0
XTVN886V6A58RC,341371220559499,emoney,Pia Simanjuntak,F,1977,JAK.36,Cilangkap - Cililitan,1.0,B04977P,Simpang Mabes Hankam Raya Ceger,-6.306299,106.88855,13,2023-04-03 06:27:14,B02576P,Panti Sosial Bina Laras,-6.31946,106.89013,19.0,2023-04-03 07:23:47,0.0
BNNJ428H8B05IR,30276672399789,bni,"Teguh Wijaya, S.Pt",F,1981,5C,PGC - Juanda,0.0,P00253,Tegalan,-6.203101,106.85715,10,2023-04-03 06:56:00,P00142,Pal Putih,-6.184631,106.84402,15.0,2023-04-03 07:27:18,3500.0
LDMO585I7Y51LA,3549191016294752,dki,"T. Gangsa Hutasoit, S.IP",M,1985,JAK.27,Pulo Gebang - Rorotan,1.0,B02835P,Pintu Air Gempol 1,-6.183327,106.95957,23,2023-04-03 06:56:17,B00575P,Gg. Umbang Lingkar Timur,-6.189303,106.94454,33.0,2023-04-03 07:53:38,0.0
CILM584S6W21DC,2679374058097150,dki,"Dina Zulkarnain, M.M.",M,1991,B11,Summarecon Bekasi - BNN,0.0,B03155P,RS Mitra Keluarga 1,-6.240672,106.99317,1,2023-04-03 05:55:32,B00232P,Cawang Blue Bird,-6.248836,106.87801,6.0,2023-04-03 06:34:50,3500.0
WWNB500S1E66DW,4104888875282062619,brizzi,Tgk. Uda Gunarto,F,1996,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,0.0,B02082P,Casablanca,-6.22425,106.84452,4,2023-04-03 06:09:11,B04109P,Sbr. Multivision Tower,-6.212375,106.83303,13.0,2023-04-03 06:38:14,3500.0
SLIM980A3X96XT,4547245090487583462,brizzi,Padmi Marpaung,F,1992,4E,Rusun Jatinegara Kaum - Pulo Gadung,0.0,B02319P,Masjid Jami Al Makmur Klender,-6.212322,106.90082,2,2023-04-03 06:08:46,B05798P,Transjakarta Pool Klender,-6.205191,106.90301,7.0,2023-04-03 06:48:21,0.0
XHEU123Y1Z09JV,3560398544907466,dki,"drg. Gawati Uyainah, S.T.",M,1994,JAK.13,,1.0,B04949P,Simpang Kopi Bandengan Selatan,-6.135839,106.80689,6,2023-04-03 06:37:34,B02692P,Ps. Tomas,-6.179192,106.81306,29.0,2023-04-03 07:13:31,0.0
MHRF005V2N53OQ,3528988342978833,dki,Narji Waskita,M,1985,JIS3,Harmoni - Jakarta International Stadium,1.0,B04789P,Simpang Danau Sunter Utara Barat,-6.139853,106.85663,11,2023-04-03 06:55:00,B01745P,Jembatan Item,-6.130078,106.85492,13.0,2023-04-03 07:43:33,3500.0
IKZD231G3P02MZ,3535679723903364,dki,"Dr. Gamanto Winarsih, S.Ked",F,1991,JAK.84,Terminal Kampung Melayu - Kapin Raya,0.0,B02598P,Ps. Ciplak Cibesel,-6.236104,106.88067,10,2023-04-03 06:58:49,B05824P,Univ. Borobudur 1,-6.24157,106.89641,17.0,2023-04-03 07:44:32,0.0
AVMF680H1S53KJ,345353368043961,emoney,Ir. Salwa Yuniar,F,2005,2H,Rusun Jati Rawasari - Senen,1.0,B04344P,Sbr. SDN Johar Baru 10,-6.181178,106.86028,13,2023-04-03 06:49:20,B03273P,Rusun Jati Rawasari,-6.183517,106.86389,14.0,2023-04-03 07:39:46,0.0
HOIM404G0W62HL,4719913296770918,dki,Umar Pradana,M,2003,JAK.08,Roxy - Benhil,1.0,B04088P,Sbr. Mess Polwan Esthi Bhakti Warapsari,-6.206604,106.81005,6,2023-04-03 05:46:08,B01925P,Kel. Kb. Kacang,-6.190837,106.81501,17.0,2023-04-03 06:44:17,0.0
YTOA058V9U73VN,4709994160903,online,"Cut Gabriella Haryanti, S.Sos",M,1974,T21,Palem Semi - Bundaran Senayan,1.0,B00808P,Islamic,-6.228521,106.61473,10,2023-04-03 06:37:27,B02557P,Palem Semi 2,-6.220361,106.61649,12.0,2023-04-03 07:20:36,20000.0
YEZH881F9T50DI,6011141476414459,dki,Kariman Rajata,M,1971,8E,Bintaro - Blok M,0.0,B01822P,Kantor Pos Kebayoran Lama,-6.249119,106.778,19,2023-04-03 05:18:27,P00155,Pasar Kebayoran Lama,-6.238413,106.78323,23.0,2023-04-03 05:58:36,3500.0
VBTE237H7I30UK,213136570183140,emoney,drg. Gawati Maryadi,M,1992,JAK.23,Senen - Pisangan Baru,1.0,B06443P,Jln. Pramuka 1,-6.195283,106.860021,10,2023-04-03 06:53:49,B06129P,BPPK Jakarta,-6.189843,106.858846,16.0,2023-04-03 07:24:35,0.0
MCWO805A6Q66MX,3570416613897992,dki,"Gawati Damanik, S.E.",F,2010,,,0.0,P00109,Matraman Baru,-6.21288,106.86115,8,2023-04-03 06:38:44,P00224,Slamet Riyadi,-6.208533,106.85929,9.0,2023-04-03 07:32:11,3500.0
JINW306B9X30QT,213189948673904,emoney,Fathonah Anggraini,M,2006,6M,Stasiun Manggarai - Blok M,0.0,P00160,Patra Kuningan,-6.232677,106.832087,8,2023-04-03 05:16:17,P00065,Gatot Subroto Jamsostek Arah Barat,-6.233551,106.82208,10.0,2023-04-03 05:41:18,3500.0
ENXD420E9G92TO,4817620823758230,dki,"Dina Halimah, S.Psi",F,1993,JAK.07,Tanah Abang - Grogol via Tawakal,0.0,,Wisma Asia II,-6.189386,106.79791,19,2023-04-03 06:21:20,B04952P,Simpang Kota Bambu Utara I,-6.186126,106.80866,24.0,2023-04-03 07:09:28,0.0
AQHO766Z1B38WS,3518707807771562,dki,Hasna Manullang,F,1977,JAK.22,,1.0,B02167P,Mabes Au Dinas Psikologi,-6.251267,106.88826,9,2023-04-03 06:03:19,B04983P,Simpang Mandala Maphalindo,-6.249189,106.89108,10.0,2023-04-03 06:45:59,0.0
EJEA941B6N13PQ,4345294247705168,dki,"Dasa Hastuti, S.Psi",M,1984,JAK.115,Term. Tj. Priok - Pegangsaan II IGI,1.0,B01056P,Jln. Elpa Putih II,-6.110053,106.88721,42,2023-04-03 06:19:00,B05728P,Term. Tj. Priok 1,-6.1098,106.88118,44.0,2023-04-03 06:53:35,0.0
KZGL815X5W31IV,4375765946745400,dki,Ghaliyati Prayoga,F,1987,5D,PGC 1 - Ancol,0.0,P00031,Cawang Otista,-6.243607,106.86876,4,2023-04-03 05:16:55,P00070,Gelanggang Remaja,-6.235445,106.86795,5.0,2023-04-03 05:41:19,3500.0
PQFD683F4V24VJ,3573742802282614,dki,"Hj. Hesti Wijaya, S.IP",F,1994,JAK.21,Cililitan - Dwikora,1.0,B02443P,Midi Utama Cililitan 1,-6.264014,106.86929,28,2023-04-03 06:23:01,B01247P,Jln. Kelapa Gading III Cililitan Besar,-6.263858,106.86859,29.0,2023-04-03 07:20:25,0.0
UDDP570L6N53QS,344423213182214,emoney,dr. Gasti Budiyanto,M,1998,5C,PGC - Juanda,0.0,P00134,Matraman 1,-6.19998,106.85443,11,2023-04-03 05:22:34,P00122,Kwitang,-6.181051,106.83866,16.0,2023-04-03 05:54:42,3500.0
EUPW593V1E27UK,6011618540818377,dki,"Cut Agnes Thamrin, S.Psi",F,1970,JAK.26,Rawamangun - Duren Sawit,1.0,B00527P,Gg. Padi Pelita Cipinang,-6.211832,106.8877,19,2023-04-03 05:10:16,B03600P,Sbr. GOR Pondok Bambu,-6.223572,106.90377,41.0,2023-04-03 06:04:39,0.0
NQKI710A7B46OS,3508055251895822,dki,Jasmani Sirait,M,1975,L13E,Puri Beta - Kuningan (Express),0.0,P00120,Kuningan Madya,-6.21341,106.8305,10,2023-04-03 06:08:43,P00124,Latuharhary,-6.202761,106.82771,12.0,2023-04-03 07:03:17,3500.0
JUKK703H7F00XH,570918242399,flazz,Mumpuni Gunarto,F,1998,10D,Kampung Rambutan - Tanjung Priok,0.0,P00035,Cempaka Mas,-6.165888,106.8792,7,2023-04-03 05:40:04,,,,,,,3500.0
KZNR646Q6B40PH,180000876162530,emoney,"Ir. Yani Sihombing, S.H.",M,1973,12P,St. LRT Pegangsaan Dua - JIS,1.0,B05858P,Villa Bukit Gading,-6.157028,106.89966,11,2023-04-03 06:28:09,B03050P,Puskesmas Kelapa Gading,-6.157489,106.90703,13.0,2023-04-03 06:49:12,3500.0
VQIJ499K5A71UK,180065411329605,emoney,"Dt. Murti Salahudin, S.T.",F,2008,JAK.64,Lenteng Agung - Aseli,1.0,B04342P,Sbr. SDN Jagakarsa 05,-6.337,106.81848,21,2023-04-03 05:18:28,B05326P,SMKN 63,-6.351697,106.79855,35.0,2023-04-03 06:17:08,0.0
XAYZ349R8U03QO,30158257275842,bni,R. Yani Ardianto,F,1984,9N,Pinang Ranti - Pramuka,0.0,P00064,Garuda Taman Mini,-6.290154,106.88116,1,2023-04-03 06:27:52,P00016,BKN,-6.257751,106.87,2.0,2023-04-03 07:18:37,3500.0
ESJQ990H8Q22LV,345711968178505,emoney,Kawaya Oktaviani,M,2009,1T,Cibubur - Balai Kota,1.0,B00102P,Balai Kota 1,-6.180598,106.82847,0,2023-04-03 05:28:11,B00360P,Flyover Karet 2,-6.214808,106.81847,11.0,2023-04-03 06:09:57,20000.0
RIGQ092B1C22JU,3521407549788058,dki,Karma Narpati,F,1994,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,1.0,B04331P,Sbr. SDN Cipedak 05,-6.354871,106.80112,46,2023-04-03 05:37:23,B05670P,Tanah Baru Cipedak,-6.363462,106.80684,50.0,2023-04-03 06:15:31,0.0
DLUY732C1F10IM,376898980622834,emoney,Luhung Hutapea,F,1981,1F,Stasiun Palmerah - Bundaran Senayan,0.0,P00218,Senayan JCC Arah Timur,-6.214145,106.809,4,2023-04-03 05:41:56,P00026,Bundaran Senayan,-6.227869,106.80094,6.0,2023-04-03 06:26:12,3500.0
AVII375J2K62NB,4966489323202,online,Eka Yolanda,M,1998,B21,Bekasi Timur - Cawang,1.0,B05560P,Superindo Bulak Kapal 2,-6.249488,107.02384,9,2023-04-03 05:34:50,B05622P,Taman Margahayu 2,-6.24846,107.02153,10.0,2023-04-03 05:58:34,3500.0
VIIH700Y7Q03PL,3565938568828570,dki,Oliva Saefullah,F,1987,12C,Rusun Waduk Pluit - Penjaringan,0.0,B05405P,SPBU Gedong Panjang,-6.130757,106.80557,6,2023-04-03 06:49:19,B06658P,Kel. Penjaringan,-6.125396,106.80071,10.0,2023-04-03 07:20:02,0.0
ZULU908O5C48ME,2407683922581481,dki,Irfan Damanik,M,1993,14,Jakarta International Stadium - Senen,1.0,B01745P,Jembatan Item,-6.130078,106.85492,13,2023-04-03 06:15:59,P00095,JIS,-6.126689,106.85587,14.0,2023-04-03 06:51:15,3500.0
NVJR689V9Y19TT,676368577380,flazz,"Tgk. Puput Hartati, S.Psi",F,1982,2F,Rusun Cakung Barat - Pulo Gadung,1.0,B03267P,Rusun Cakung Barat Albo,-6.16751,106.93243,0,2023-04-03 05:52:16,B06150P,Pulo Jaya,-6.194979,106.92242,13.0,2023-04-03 06:51:25,0.0
BYPO952B8M23LM,2484941381862990,dki,"Tgk. Joko Maryadi, M.Ak",M,1981,13C,Puri Beta - Dukuh Atas,0.0,P00136,Mayestik,-6.241921,106.79077,8,2023-04-03 05:59:53,P00200,Rawa Barat,-6.238947,106.81624,11.0,2023-04-03 06:25:55,3500.0
UMNC719B6F52LL,30100687125098,bni,"Galak Budiman, S.Pt",F,2008,1,Blok M - Kota,0.0,P00012,Bendungan Hilir,-6.217137,106.81528,6,2023-04-03 05:05:42,P00137,Monas,-6.176248,106.82286,13.0,2023-04-03 06:05:17,3500.0
IHDN076U2V99UG,3560571608142499,dki,"Lasmanto Suwarno, S.Psi",M,1997,JAK.01,Tanjung Priok - Plumpang,1.0,B01059P,Jln. Flamboyan Berdikari,-6.120868,106.89439,0,2023-04-03 05:41:21,B01629P,Jln. Swasembada Barat V,-6.124938,106.88497,14.0,2023-04-03 06:02:15,0.0
MNQL870O6S91AP,4880377652769980677,brizzi,Drs. Betania Wahyuni,M,2010,JAK.120,JIS - Terminal Muara Angke,0.0,B04584P,Sbr. Waduk Pluit,-6.113824,106.79461,34,2023-04-03 06:43:23,B03323P,SD Diakonia 2,-6.112346,106.78905,36.0,2023-04-03 07:18:43,0.0
NZAY182R6T96VN,3528266385259712,dki,"Jamalia Zulkarnain, S.Gz",F,1988,4B,Stasiun Manggarai - UI,0.0,B05874P,Warga,-6.273295,106.84656,28,2023-04-03 05:23:18,B05259P,SMAN 109,-6.344687,106.83351,44.0,2023-04-03 06:17:21,3500.0
JRBW741X3T33KW,4199450082632933049,brizzi,"Nadine Andriani, S.IP",M,1974,7C,Cibubur - BKN,0.0,B00248P,Cibubur Junction,-6.368735,106.89366,0,2023-04-03 05:40:34,P00016,BKN,-6.257751,106.87,1.0,2023-04-03 06:11:00,3500.0
PNHJ396O9J75XG,4450080570279470,dki,"Ani Wasita, M.Pd",M,2004,8C,Kebayoran Lama - Tanah Abang,1.0,B01639P,Jln. Taman Kb. Sirih,-6.182295,106.81661,5,2023-04-03 05:12:16,B05264P,SMAN 24,-6.210598,106.79631,21.0,2023-04-03 05:35:12,3500.0
NHJE093C3H53DR,4306399682236699,dki,dr. Raharja Prastuti,M,1991,JAK.85,Bintara - Cipinang Indah,1.0,B04097P,Sbr. Minimarket Pondok Kelapa,-6.228599,106.93531,32,2023-04-03 06:20:22,B02463P,Minimarket Pondok Kopi,-6.218369,106.93956,39.0,2023-04-03 06:47:58,0.0
OVAQ760H7C61IE,4946777822784,online,Wirda Yuliarti,M,1990,5,Matraman Baru - Ancol,0.0,P00224,Slamet Riyadi,-6.208533,106.85929,1,2023-04-03 05:00:14,,Budi Utomo,-6.166063,106.83906,9.0,2023-04-03 05:33:29,3500.0
TFBA876H9L48DY,3575787320226609,dki,"KH. Argono Nashiruddin, S.Gz",M,1988,11N,Rusun Cipinang Muara - Jatinegara,0.0,B00922P,Jln. Bekasi Timur VI,-6.214956,106.87866,9,2023-04-03 05:06:44,B02603P,Ps. Enjo 1,-6.215023,106.87779,10.0,2023-04-03 05:39:08,0.0
CXLY791F0A96CY,5125406223322395,dki,"drg. Usyi Halimah, S.E.",F,2004,JAK.10,Tanah Abang - Kota,1.0,B03278P,Rusun Karang Anyar,-6.153256,106.82748,20,2023-04-03 06:33:06,B00086P,AURI Jatibaru,-6.182985,106.81407,40.0,2023-04-03 07:24:33,0.0
FZGD727V6X43JZ,3507107976417837,dki,Gatra Rahayu,M,1946,6V,Ragunan - Gelora Bung Karno,0.0,P00053,Duren Tiga,-6.252377,106.82697,8,2023-04-03 05:14:27,P00133,Masjid Agung,-6.236483,106.79845,13.0,2023-04-03 05:49:04,3500.0
DKJG081O7Q37WJ,4203562511038947968,brizzi,drg. Tantri Situmorang,F,1983,12,Tanjung Priok - Pluit,1.0,P00076,Gunung Sahari Mangga Dua,-6.136817,106.83237,8,2023-04-03 06:27:08,P00171,Permai Koja Arah Utara,-6.11413,106.89309,18.0,2023-04-03 07:15:51,3500.0
ZJTC474A5Y97DB,4880385425658,online,"Elvin Saragih, S.Ked",F,1991,JAK.36,Cilangkap - Cililitan,1.0,B02834P,Pintu 3 TMII,-6.305153,106.88853,12,2023-04-03 05:32:36,B04977P,Simpang Mabes Hankam Raya Ceger,-6.306299,106.88855,13.0,2023-04-03 05:55:04,0.0
VOOO363I4Q70OI,180009851731375,emoney,Elvina Hardiansyah,F,1991,2E,Rusun Rawa Bebek - Kodamar,1.0,B01901P,Kelapa Gading Utama,-6.176481,106.89487,4,2023-04-03 06:19:33,B06654P,Walikota Jakarta Timur 1,-6.212327,106.94515,23.0,2023-04-03 06:58:14,0.0
ESRV660T4A87LG,372168346148658,emoney,"KH. Cager Najmudin, S.IP",M,1976,JAK.115,Term. Tj. Priok - Pegangsaan II IGI,1.0,B06616P,Sbr. SPBU Tugu Selatan,-6.13436,106.91575,21,2023-04-03 06:43:13,B05217P,Simpang Waru Kramat Jaya,-6.118678,106.91659,29.0,2023-04-03 07:07:51,0.0
EPTW774I8X04SL,4894146910205774,dki,"Baktianto Suartini, S.I.Kom",M,2002,JAK.14,Tanah Abang - Meruya,1.0,B04192P,Sbr. Perum Qoriyah Toyibah,-6.19777,106.75877,15,2023-04-03 05:02:59,B01586P,Jln. Sitrun,-6.197192,106.76696,19.0,2023-04-03 05:44:40,0.0
DRWG144J1O73RK,377951303236425,emoney,Keisha Prayoga,F,1982,JAK.20,Cawang UKI - Lubang Buaya,0.0,B02777P,Pertigaan Jengki Raya,-6.255038,106.87911,4,2023-04-03 06:32:03,B05244P,SMA Angkasa 2,-6.276218,106.88766,28.0,2023-04-03 07:13:15,0.0
BKKY164U1O32AK,4974804949914047,dki,Gangsar Siregar,M,1996,2A,Pulo Gadung - Rawa Buaya via Balai Kota,1.0,P00195,Pulo Mas,-6.174736,106.89277,22,2023-04-03 06:11:34,P00192,Pulo Gadung 1,-6.183239,106.90907,24.0,2023-04-03 06:33:09,3500.0
FUMU752I1C08HI,560124338883,flazz,"Harjaya Lazuardi, S.E.",F,1973,JAK.07,Tanah Abang - Grogol via Tawakal,1.0,B02505P,Museum Textile,-6.188656,106.80954,29,2023-04-03 06:35:50,P00083,Jak Lingko Tanah Abang,-6.185496,106.81105,31.0,2023-04-03 07:24:48,0.0
GTMQ047C5K28AQ,676201754147,flazz,"Dr. Ilyas Lestari, M.Ak",F,1991,JAK.41,Kampung Melayu - Pulo Gadung,0.0,B03590P,Sbr. Gereja Kristen Jawa,-6.2014,106.88588,28,2023-04-03 06:28:08,B05479P,St. LRT Velodrome 3,-6.19151,106.89108,37.0,2023-04-03 07:00:07,0.0
FDNY628B9V97MV,4122123545871,online,"Cahyono Firmansyah, S.Pd",M,1992,M10,PGC 2 - Tanjung Priok,1.0,P00042,Cipinang Kebon Nanas,-6.231659,106.87637,16,2023-04-03 05:13:57,P00178,PGC 2,-6.2619,106.8657,21.0,2023-04-03 05:58:35,3500.0
SRLS290P0Y95NP,180074853270640,emoney,"Dr. Laswi Usamah, S.Ked",F,1959,7Q,Blok M - PGC,1.0,,Wolter Monginsidi,-6.238799,106.81376,26,2023-04-03 06:12:58,B01437P,Jln. Palatehan,-6.240057,106.800758,31.0,2023-04-03 06:42:20,3500.0
HXUH313N2A98AI,340919977107754,emoney,Niyaga Habibi,F,2006,JAK.86,Term. Rawamangun - Term. Manggarai,1.0,B06560P,Kel. Rawamangun,-6.199099,106.8808,19,2023-04-03 05:06:27,B03064P,Puskesmas Rawamangun,-6.197034,106.88839,24.0,2023-04-03 05:46:02,0.0
ZSFB694B8Z63VI,4941966320527194737,brizzi,Widya Nuraini,F,1994,M3,Kalideres - Bundaran HI via Veteran,1.0,P00237,Sumur Bor,-6.153046,106.71929,2,2023-04-03 06:15:16,P00074,Grogol 1,-6.166824,106.78971,10.0,2023-04-03 06:47:07,3500.0
TSLR223W4W45OA,370311431463416,emoney,Putu Sihombing,M,1995,8A,Jelambar - Juanda,0.0,P00176,Petojo,-6.169984,106.81698,5,2023-04-03 06:54:07,P00097,Juanda,-6.168048,106.83089,7.0,2023-04-03 07:24:01,3500.0
IMBZ752A4M49RR,4238644242805860,dki,"H. Yahya Handayani, S.I.Kom",F,1994,1E,Pondok Labu - Blok M,0.0,B03626P,Sbr. ITC Fatmawati,-6.26343,106.7969,16,2023-04-03 06:29:39,B02860P,Plaza Blok M,-6.244978,106.79752,20.0,2023-04-03 07:16:35,3500.0
MGKL991J8F92EL,4719371541269014,dki,Nasab Megantara,F,1997,3A,Rusun Pesakih - Kalideres,1.0,B01798P,Kalideres 1,-6.154249,106.70544,0,2023-04-03 06:43:00,,Pertamina Kalideres Daan Mogot,-6.15571,106.70927,2.0,2023-04-03 07:20:34,0.0
IWEH403G6J82OS,30428250357040,bni,Estiawan Hastuti,M,2008,M7B,BKN - Blok M,1.0,B02114P,Lapangan Blok S,-6.237011,106.81421,6,2023-04-03 05:20:08,B00290P,Dammara,-6.25419,106.83146,18.0,2023-04-03 06:08:02,
RNAS183Z1Z12QM,340631865010459,emoney,Elisa Samosir,F,1996,5D,PGC 1 - Ancol,1.0,P00297,BNN LRT,-6.245863,106.871143,19,2023-04-03 06:12:55,P00178,PGC 2,-6.2619,106.8657,22.0,2023-04-03 06:51:17,3500.0
VPSY493S9U39DR,4009697722749,online,Luwar Prabowo,M,1966,JAK.07,Tanah Abang - Grogol via Tawakal,0.0,B01293P,Jln. Kota Bambu Raya,-6.186802,106.80783,23,2023-04-03 05:54:09,B01919P,Kel. Jati Pulo,-6.175757,106.80318,35.0,2023-04-03 06:44:30,0.0
OASG298R9R39YK,2240842022789573,dki,Hafshah Laksmiwati,F,1999,1M,Meruya - Blok M,0.0,B01012P,Jln. Cipulir 1,-6.237267,106.7754,32,2023-04-03 06:35:14,P00045,CSW 2,-6.239861,106.79783,40.0,2023-04-03 07:34:08,3500.0
YMGM222A1P05IS,6011737385609178,dki,Darimin Mardhiyah,F,1981,2E,Rusun Rawa Bebek - Kodamar,0.0,B06665P,Pengadilan Negeri Jaktim 2,-6.212604,106.94082,3,2023-04-03 05:47:44,B05200P,Simpang Tiga 1,-6.210708,106.93903,6.0,2023-04-03 06:10:01,0.0
NPIQ538R0G28HS,4948977213350,online,Balapati Gunarto,M,1977,9F,Rusun Tambora - Pluit,0.0,P00090,Jembatan Dua,-6.143279,106.79352,5,2023-04-03 05:49:11,P00181,Pluit,-6.115795,106.79037,8.0,2023-04-03 06:36:27,0.0
KMGZ282X0W07TF,4964008481270,online,Cahyono Mustofa,M,1984,11Q,Kampung Melayu - Pulo Gebang via BKT,1.0,B02615P,Ps. Inpres Cipinang Besar,-6.22645,106.88078,5,2023-04-03 05:35:45,B05581P,Taman Buaran Indah,-6.216979,106.92356,22.0,2023-04-03 06:15:43,3500.0
KAGY982E0G63WU,6542837703080439,dki,Aurora Nasyiah,M,1991,M4,Pulo Gadung 2 - Dukuh Atas 2,1.0,P00269,Velodrome,-6.193468,106.8883,5,2023-04-03 06:32:33,P00052,Dukuh Atas 2,-6.203276,106.82377,15.0,2023-04-03 07:20:23,3500.0
BUDJ602J8I77KB,2251303901446716,dki,Zelda Kuswoyo,M,2002,9H,Blok M - Universitas Indonesia,1.0,B05408P,SPBU Jln. Guru,-6.318164,106.83745,35,2023-04-03 05:59:55,B05266P,SMAN 38,-6.336201,106.83579,41.0,2023-04-03 06:26:50,3500.0
